,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2015-03-20-albany-ny,40.0,10,16.7,6,98.4,69.4,25,0.5,57,0.439,25,0.281,16,0.75,12,10,200,113.1,41.9,13,14,69,3,8.2,5,0.421,24,0.292,7,56.7,38,0.534,12.3,9,33,0.545,18,0.697,23,"March 20, 2015",65.2,15,3.0,1,113.1,58.1,18,0.443,61,0.377,23,0.164,10,0.6,6,9,200,98.4,30.6,11,16,60,14,9.8,6,0.41,25,0.32,8,43.3,29,0.456,9.7,7,36,0.417,15,0.727,24,"Nationwide Arena, Columbus, Ohio",ALBANY-NY,Albany (NY),61.2,Away,OKLAHOMA,Oklahoma
2015-03-22-dayton,59.1,13,10.0,3,100.0,89.3,25,0.541,49,0.449,22,0.49,24,0.792,19,10,200,109.1,34.5,10,15,72,3,13.6,9,0.367,18,0.5,9,61.4,35,0.596,19.0,14,31,0.419,13,0.706,24,"March 22, 2015",54.5,12,6.5,2,109.1,65.5,19,0.539,51,0.431,22,0.255,13,0.846,11,9,200,100.0,10.7,3,20,66,11,12.1,8,0.412,21,0.524,11,38.6,22,0.577,18.6,13,30,0.367,11,0.75,27,"Nationwide Arena, Columbus, Ohio",DAYTON,Dayton,65.8,Away,OKLAHOMA,Oklahoma
2015-03-27-michigan-state,35.0,7,13.3,4,110.7,58.8,20,0.4,55,0.364,20,0.291,16,0.875,14,11,200,103.6,41.2,14,16,58,3,3.6,2,0.309,17,0.235,4,50.0,34,0.463,10.1,7,38,0.421,16,0.686,24,"March 27, 2015",40.9,9,2.6,1,103.6,58.8,20,0.465,57,0.386,22,0.281,16,0.563,9,11,200,110.7,41.2,14,16,62,7,1.8,1,0.474,27,0.333,9,50.0,34,0.48,7.2,5,30,0.433,13,0.703,26,"Carrier Dome, Syracuse, New York",OKLAHOMA,Oklahoma,55.6,Home,MICHIGAN-STATE,Michigan State
2015-03-20-buffalo,50.0,11,3.6,1,95.4,71.4,20,0.5,49,0.449,22,0.551,27,0.704,19,9,200,104.6,32.1,9,25,68,5,10.8,7,0.327,16,0.313,5,51.8,29,0.55,16.5,12,33,0.515,17,0.727,24,"March 20, 2015",60.0,12,9.1,3,104.6,67.9,19,0.523,44,0.455,20,0.568,25,0.64,16,10,200,95.4,28.6,8,24,62,12,6.2,4,0.364,16,0.375,6,48.2,27,0.555,23.6,17,28,0.5,14,0.697,23,"Nationwide Arena, Columbus, Ohio",BUFFALO,Buffalo,64.9,Away,WEST-VIRGINIA,West Virginia
2015-03-22-maryland,45.8,11,4.0,1,92.2,68.0,17,0.458,60,0.4,24,0.317,19,0.737,14,9,200,107.8,38.9,14,20,69,5,23.4,15,0.317,19,0.368,7,50.8,31,0.5,12.8,10,41,0.415,17,0.735,25,"March 22, 2015",33.3,7,17.1,7,107.8,61.1,22,0.568,44,0.477,21,0.295,13,0.692,9,7,200,92.2,32.0,8,19,59,4,6.3,4,0.432,19,0.421,8,49.2,30,0.588,29.7,21,25,0.52,13,0.8,28,"Nationwide Arena, Columbus, Ohio",MARYLAND,Maryland,64.1,Away,WEST-VIRGINIA,West Virginia
2015-03-26-kentucky,53.8,7,8.6,3,121.9,62.1,18,0.259,54,0.241,13,0.352,19,0.579,11,10,200,60.9,28.6,12,29,39,5,6.3,4,0.278,15,0.133,2,42.3,30,0.309,17.3,13,39,0.282,11,0.714,25,"March 26, 2015",54.2,13,17.9,7,60.9,71.4,30,0.52,50,0.48,24,0.64,32,0.813,26,0,200,121.9,37.9,11,21,78,1,10.9,7,0.3,15,0.267,4,57.7,41,0.598,13.5,10,35,0.571,20,1.0,37,"Quicken Loans Arena, Cleveland, Ohio",WEST-VIRGINIA,West Virginia,64.1,Home,KENTUCKY,Kentucky
2016-03-17-iowa-state,38.7,12,7.1,3,120.5,80.0,28,0.539,64,0.484,31,0.281,18,0.667,12,11,200,103.8,21.9,7,20,81,13,7.7,6,0.375,24,0.292,7,52.2,35,0.558,15.3,13,40,0.6,24,0.667,22,"March 17, 2016",53.1,17,12.5,5,103.8,78.1,25,0.578,64,0.5,32,0.391,25,0.8,20,11,200,120.5,20.0,7,17,94,4,11.5,9,0.344,22,0.455,10,47.8,32,0.619,10.7,9,42,0.524,22,0.667,22,Midwest - First Round,IONA,Iona,78.2,Home,IOWA-STATE,Iowa State
2016-03-19-iowa-state,45.0,9,3.1,1,125.8,85.2,23,0.444,54,0.37,20,0.296,16,0.813,13,5,200,98.4,20.0,6,14,61,12,1.6,1,0.463,25,0.32,8,50.9,29,0.495,10.3,7,29,0.414,12,0.857,30,"March 19, 2016",50.0,15,0.0,0,98.4,80.0,24,0.67,53,0.566,30,0.302,16,0.438,7,11,200,125.8,14.8,4,10,78,4,9.7,6,0.396,21,0.524,11,49.1,28,0.644,6.2,4,32,0.594,19,0.676,23,Midwest - Second Round,ARKANSAS-LITTLE-ROCK,Little Rock,61.6,Home,IOWA-STATE,Iowa State
2016-03-25-virginia,59.3,16,4.3,2,120.0,78.6,22,0.587,52,0.519,27,0.288,15,0.667,10,12,200,101.4,4.0,1,19,71,4,8.6,6,0.346,18,0.389,7,43.4,23,0.6,15.8,11,34,0.588,20,0.657,23,"March 25, 2016",81.3,26,14.7,5,101.4,96.0,24,0.596,57,0.561,32,0.421,24,0.667,16,7,200,120.0,21.4,6,13,84,1,11.4,8,0.193,11,0.364,4,56.6,30,0.614,10.6,8,46,0.609,28,0.806,29,"United Center, Chicago, Illinois",IOWA-STATE,Iowa State,69.8,Home,VIRGINIA,Virginia
2017-03-17-baylor,53.6,15,3.8,2,123.0,60.0,15,0.5,64,0.438,28,0.203,13,0.692,9,6,200,98.6,17.6,6,18,73,14,8.1,6,0.344,22,0.364,8,35.6,21,0.52,13.6,11,42,0.476,20,0.824,28,"March 17, 2017",42.9,15,16.7,7,98.6,82.4,28,0.607,61,0.574,35,0.311,19,0.895,17,7,200,123.0,40.0,10,15,91,3,5.4,4,0.131,8,0.5,4,64.4,38,0.65,14.7,12,53,0.585,31,0.788,26,"BOK Center, Tulsa, Oklahoma",NEW-MEXICO-STATE,New Mexico State,73.6,Home,BAYLOR,Baylor
2017-03-19-baylor,63.3,19,7.1,3,122.4,53.6,15,0.627,55,0.545,30,0.182,10,0.9,9,10,200,116.4,21.7,5,18,78,11,6.0,4,0.4,22,0.409,9,39.2,20,0.653,18.0,13,33,0.636,21,0.722,26,"March 19, 2017",51.6,16,9.1,3,116.4,78.3,18,0.566,61,0.508,31,0.246,15,0.867,13,7,200,122.4,46.4,13,16,82,3,11.9,8,0.311,19,0.368,7,60.8,31,0.602,14.0,11,42,0.571,24,0.794,27,"BOK Center, Tulsa, Oklahoma",SOUTHERN-CALIFORNIA,USC,66.9,Home,BAYLOR,Baylor
2017-03-24-baylor,52.2,12,14.0,6,73.5,74.4,29,0.54,50,0.46,23,0.46,23,0.696,16,10,200,102.9,29.6,8,20,70,7,10.3,7,0.4,20,0.4,8,56.1,37,0.574,16.6,12,30,0.5,15,0.714,25,"March 24, 2017",64.7,11,10.0,3,102.9,70.4,19,0.33,56,0.304,17,0.357,20,0.65,13,8,200,73.5,25.6,10,20,50,3,8.8,6,0.232,13,0.231,3,43.9,29,0.382,19.8,16,43,0.326,14,0.771,27,"Madison Square Garden (IV), New York, New York",BAYLOR,Baylor,68.2,Away,SOUTH-CAROLINA,South Carolina
2017-03-16-west-virginia,48.1,13,7.3,4,113.2,54.5,18,0.534,59,0.458,27,0.39,23,0.739,17,9,200,105.3,26.5,9,25,80,13,10.5,8,0.339,20,0.45,9,40.3,27,0.572,16.8,14,39,0.462,18,0.743,26,"March 16, 2017",50.0,15,12.8,5,105.3,73.5,25,0.492,66,0.455,30,0.439,29,0.724,21,8,200,113.2,45.5,15,19,86,4,9.2,7,0.167,11,0.455,5,59.7,40,0.539,14.2,13,55,0.455,25,0.771,27,"KeyBank Center, Buffalo, New York",BUCKNELL,Bucknell,76.4,Home,WEST-VIRGINIA,West Virginia
2017-03-18-west-virginia,54.5,12,7.5,3,115.3,73.1,19,0.5,54,0.407,22,0.315,17,1.0,17,10,200,98.6,11.1,3,21,71,5,8.3,6,0.519,28,0.357,10,41.5,22,0.572,17.5,13,26,0.462,12,0.722,26,"March 18, 2017",59.3,16,19.2,5,98.6,88.9,24,0.574,54,0.5,27,0.481,26,0.808,21,8,200,115.3,26.9,7,18,83,4,8.3,6,0.259,14,0.571,8,58.5,31,0.625,15.5,12,40,0.475,19,0.778,28,"KeyBank Center, Buffalo, New York",NOTRE-DAME,Notre Dame,71.7,Home,WEST-VIRGINIA,West Virginia
2017-03-23-gonzaga,43.8,7,20.6,7,91.0,73.1,19,0.308,60,0.267,16,0.483,29,0.724,21,9,200,86.6,41.3,19,25,58,4,7.5,5,0.383,23,0.217,5,52.8,38,0.393,14.2,12,37,0.297,11,0.757,28,"March 23, 2017",38.9,7,8.1,3,86.6,58.7,27,0.455,44,0.409,18,0.727,32,0.656,21,1,200,91.0,26.9,7,26,61,1,7.5,5,0.227,10,0.4,4,47.2,34,0.515,21.6,16,34,0.412,14,0.972,35,"SAP Center, San Jose, California",WEST-VIRGINIA,West Virginia,67.5,Home,GONZAGA,Gonzaga
2018-03-16-16-west-virginia,57.1,12,11.8,6,126.9,65.6,21,0.48,51,0.412,21,0.451,23,0.826,19,6,200,101.5,40.6,13,23,68,12,7.5,5,0.451,23,0.304,7,53.1,34,0.549,20.7,16,28,0.5,14,0.812,26,"March 16, 2018",56.3,18,14.3,4,101.5,59.4,19,0.548,62,0.516,32,0.387,24,0.708,17,10,200,126.9,34.4,11,23,85,5,13.4,9,0.177,11,0.364,4,46.9,30,0.579,8.8,7,51,0.549,28,0.714,25,"Viejas Arena, San Diego, California",MURRAY-STATE,Murray State,67.2,Home,WEST-VIRGINIA,West Virginia
2018-03-18-21-west-virginia,81.8,18,7.3,3,123.7,51.9,14,0.5,56,0.393,22,0.375,21,0.714,15,11,200,93.4,26.5,9,16,71,13,10.5,8,0.464,26,0.462,12,37.7,23,0.538,21.6,18,30,0.333,10,0.694,25,"March 18, 2018",57.6,19,13.3,4,93.4,73.5,25,0.591,66,0.5,33,0.273,18,0.889,16,10,200,123.7,48.1,13,22,94,5,11.8,9,0.379,25,0.48,12,62.3,38,0.63,17.8,16,41,0.512,21,0.722,26,"Viejas Arena, San Diego, California",MARSHALL,Marshall,76.3,Home,WEST-VIRGINIA,West Virginia
2018-03-23-19-villanova,44.4,12,16.7,5,115.4,82.1,23,0.436,70,0.386,27,0.329,23,0.739,17,11,200,100.0,32.5,13,28,78,5,12.8,10,0.4,28,0.25,7,52.9,36,0.482,13.0,12,42,0.476,20,0.703,26,"March 23, 2018",59.3,16,11.9,5,100.0,67.5,27,0.62,54,0.5,27,0.5,27,0.852,23,4,200,115.4,17.9,5,20,90,1,6.4,5,0.444,24,0.542,13,47.1,32,0.673,18.5,15,30,0.467,14,0.892,33,"TD Garden, Boston, Massachusetts",WEST-VIRGINIA,West Virginia,78.4,Home,VILLANOVA,Villanova
2015-03-19-mississippi,65.4,17,8.7,4,83.8,65.2,30,0.554,56,0.464,26,0.375,21,0.667,14,13,200,111.8,26.7,8,14,76,6,8.8,6,0.411,23,0.435,10,50.0,38,0.576,13.3,10,33,0.485,16,0.629,22,"March 19, 2015",66.7,16,12.1,4,111.8,73.3,22,0.37,73,0.329,24,0.068,5,0.6,3,13,200,83.8,34.8,16,21,57,11,10.3,7,0.37,27,0.222,6,50.0,38,0.378,9.6,8,46,0.391,18,0.618,21,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",MISSISSIPPI,Ole Miss,67.7,Away,XAVIER,Xavier
2015-03-21-georgia-state,56.5,13,6.3,2,119.6,85.7,18,0.779,34,0.676,23,0.735,25,0.88,22,13,200,133.9,38.5,5,17,75,6,5.4,3,0.382,13,0.538,7,67.6,23,0.817,23.7,14,21,0.762,16,0.639,23,"March 21, 2015",65.4,17,9.5,2,133.9,61.5,8,0.63,46,0.565,26,0.283,13,0.692,9,10,200,119.6,14.3,3,22,67,14,14.3,8,0.304,14,0.429,6,32.4,11,0.642,13.4,8,32,0.625,20,0.714,25,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",GEORGIA-STATE,Georgia State,56.0,Away,XAVIER,Xavier
2015-03-26-arizona,40.9,9,9.4,3,109.7,67.9,19,0.461,51,0.431,22,0.314,16,0.813,13,14,200,96.8,26.7,8,16,60,6,11.3,7,0.333,17,0.176,3,46.6,27,0.512,17.1,12,34,0.559,19,0.622,23,"March 26, 2015",45.5,10,2.9,1,96.8,73.3,22,0.472,54,0.407,22,0.352,19,0.895,17,3,200,109.7,32.1,9,14,68,2,14.5,9,0.407,22,0.318,7,53.4,31,0.539,11.4,8,32,0.469,15,0.919,34,"Staples Center, Los Angeles, California",XAVIER,Xavier,62.3,Home,ARIZONA,Arizona
2017-03-16-butler,48.0,12,3.3,1,105.6,81.5,22,0.476,62,0.403,25,0.161,10,0.5,5,7,200,88.9,5.6,2,22,64,13,8.3,6,0.403,25,0.36,9,38.1,24,0.479,10.8,8,37,0.432,16,0.788,26,"March 16, 2017",62.5,15,16.2,6,88.9,94.4,34,0.571,49,0.49,24,0.612,30,0.667,20,8,200,105.6,18.5,5,15,76,4,5.6,4,0.388,19,0.421,8,61.9,39,0.601,16.2,12,30,0.533,16,0.75,24,"BMO Harris Bradley Center, Milwaukee, Wisconsin",WINTHROP,Winthrop,71.5,Home,BUTLER,Butler
2017-03-18-butler,60.0,15,0.0,0,108.8,91.3,21,0.474,57,0.439,25,0.246,14,0.786,11,5,200,95.6,16.7,5,21,65,12,7.4,5,0.333,19,0.211,4,49.1,26,0.511,16.0,12,38,0.553,21,0.861,31,"March 18, 2017",66.7,16,5.3,2,95.6,83.3,25,0.596,47,0.511,24,0.489,23,0.783,18,8,200,108.8,8.7,2,16,74,4,5.9,4,0.319,15,0.533,8,50.9,27,0.639,14.9,10,32,0.5,16,0.758,25,"BMO Harris Bradley Center, Milwaukee, Wisconsin",MIDDLE-TENNESSEE,Middle Tennessee,68.3,Home,BUTLER,Butler
2017-03-24-north-carolina,48.1,13,3.0,1,126.0,65.4,17,0.5,62,0.435,27,0.339,21,0.857,18,9,200,109.6,22.9,8,23,80,4,6.8,5,0.452,28,0.286,8,41.0,25,0.556,11.2,9,34,0.559,19,0.735,25,"March 24, 2017",71.0,22,2.9,1,109.6,77.1,27,0.623,57,0.544,31,0.579,33,0.636,21,7,200,126.0,34.6,9,21,92,1,9.6,7,0.421,24,0.375,9,59.0,36,0.633,12.3,10,33,0.667,22,0.811,30,"FedExForum, Memphis, Tennessee",BUTLER,Butler,73.3,Home,NORTH-CAROLINA,UNC
2015-03-20-indiana,36.0,9,16.2,6,107.0,65.7,23,0.426,61,0.41,25,0.557,34,0.853,29,4,200,114.1,32.4,11,17,81,7,12.7,9,0.213,13,0.154,2,49.3,34,0.525,8.4,7,48,0.479,23,0.879,29,"March 20, 2015",41.7,10,6.3,3,114.1,67.6,23,0.5,59,0.407,24,0.339,20,0.85,17,14,200,107.0,34.3,12,26,76,10,4.2,3,0.373,22,0.5,11,50.7,35,0.555,16.1,13,37,0.351,13,0.588,20,"CenturyLink Center, Omaha, Nebraska",INDIANA,Indiana,71.3,Away,WICHITA-STATE,Wichita State
2015-03-22-kansas,52.0,13,8.3,3,92.9,66.7,24,0.588,51,0.49,25,0.471,24,0.75,18,4,200,111.4,17.2,5,20,78,7,14.3,10,0.392,20,0.5,10,44.6,29,0.625,16.3,12,31,0.484,15,0.882,30,"March 22, 2015",40.0,8,3.2,1,111.4,82.8,24,0.404,57,0.351,20,0.404,23,0.826,19,9,200,92.9,33.3,12,23,65,2,11.4,8,0.368,21,0.286,6,55.4,36,0.478,17.3,14,36,0.389,14,0.75,27,"CenturyLink Center, Omaha, Nebraska",KANSAS,Kansas,69.7,Away,WICHITA-STATE,Wichita State
2015-03-26-notre-dame,34.6,9,8.6,3,120.9,77.8,21,0.423,65,0.4,26,0.292,19,0.789,15,5,200,104.5,33.3,12,16,70,7,9.0,6,0.277,18,0.167,3,52.4,33,0.473,8.7,7,47,0.489,23,0.857,30,"March 26, 2015",60.0,18,8.5,4,104.5,66.7,24,0.639,54,0.556,30,0.278,15,0.8,12,5,200,120.9,22.2,6,14,81,3,6.0,4,0.352,19,0.474,9,47.6,30,0.663,14.2,10,35,0.6,21,0.865,32,"Quicken Loans Arena, Cleveland, Ohio",WICHITA-STATE,Wichita State,67.1,Home,NOTRE-DAME,Notre Dame
2018-03-16-16-nevada,38.7,12,11.8,4,116.0,85.3,29,0.545,67,0.463,31,0.269,18,0.556,10,15,225,110.7,25.7,9,16,83,10,5.3,4,0.358,24,0.458,11,55.1,38,0.549,9.6,8,43,0.465,20,0.559,19,"March 16, 2018",56.3,18,14.0,6,110.7,74.3,26,0.595,63,0.508,32,0.317,20,0.6,12,7,225,116.0,14.7,5,17,87,7,2.7,2,0.46,29,0.379,11,44.9,31,0.6,8.9,7,34,0.618,21,0.8,28,"Bridgestone Arena, Nashville, Tennessee",TEXAS,Texas,66.2,Home,NEVADA,Nevada
2018-03-18-18-cincinnati,43.3,13,0.0,0,112.3,59.5,22,0.541,61,0.492,30,0.262,16,0.563,9,7,200,115.4,19.4,7,14,75,7,7.7,5,0.295,18,0.333,6,39.7,29,0.547,2.9,2,43,0.558,24,0.806,29,"March 18, 2018",48.1,13,7.0,3,115.4,80.6,29,0.447,66,0.409,27,0.258,17,0.824,14,5,200,112.3,40.5,15,16,73,2,1.5,1,0.258,17,0.294,5,60.3,44,0.493,8.7,7,49,0.449,22,0.861,31,"Bridgestone Arena, Nashville, Tennessee",CINCINNATI,Cincinnati,64.8,Away,NEVADA,Nevada
2018-03-22-19-nevada,51.7,15,3.2,1,100.0,77.4,24,0.606,52,0.558,29,0.154,8,0.75,6,5,200,101.5,15.0,3,13,69,11,8.8,6,0.25,13,0.385,5,52.9,27,0.618,21.3,15,39,0.615,24,0.861,31,"March 22, 2018",33.3,8,12.8,5,101.5,85.0,17,0.474,58,0.414,24,0.241,14,0.929,13,8,200,100.0,22.6,7,13,68,7,14.7,10,0.466,27,0.259,7,47.1,24,0.526,13.5,10,31,0.548,17,0.784,29,"Philips Arena, Atlanta, Georgia",NEVADA,Nevada,67.7,Away,LOYOLA-IL,Loyola (IL)
2015-03-19-southern-methodist,50.0,10,12.8,5,92.2,72.2,26,0.532,47,0.426,20,0.298,14,0.714,10,13,200,93.8,23.3,7,17,60,11,6.3,4,0.426,20,0.5,10,50.0,33,0.559,25.3,18,27,0.37,10,0.618,21,"March 19, 2015",60.0,12,14.8,4,93.8,76.7,23,0.427,55,0.364,20,0.364,20,0.6,12,7,200,92.2,27.8,10,14,59,6,17.2,11,0.291,16,0.438,7,50.0,33,0.457,12.4,9,39,0.333,13,0.794,27,"KFC Yum! Center, Louisville, Kentucky",SOUTHERN-METHODIST,SMU,64.1,Away,UCLA,UCLA
2015-03-21-alabama-birmingham,48.6,17,10.0,4,110.3,70.3,26,0.647,58,0.603,35,0.431,25,0.68,17,13,200,135.3,50.0,14,16,92,11,5.9,4,0.155,9,0.556,5,61.5,40,0.658,14.8,12,49,0.612,30,0.629,22,"March 21, 2015",58.6,17,6.1,3,135.3,50.0,14,0.53,66,0.439,29,0.152,10,0.5,5,16,200,110.3,29.7,11,21,75,14,7.4,5,0.394,26,0.462,12,38.5,25,0.53,10.2,8,40,0.425,17,0.556,20,"KFC Yum! Center, Louisville, Kentucky",ALABAMA-BIRMINGHAM,Alabama-Birmingham,67.8,Away,UCLA,UCLA
2015-03-27-gonzaga,46.2,12,14.6,7,107.2,63.2,24,0.41,67,0.388,26,0.164,11,0.636,7,14,200,89.9,26.2,11,22,62,11,5.8,4,0.194,13,0.231,3,43.8,35,0.429,8.9,7,54,0.426,23,0.611,22,"March 27, 2015",55.6,15,7.4,4,89.9,73.8,31,0.425,67,0.403,27,0.343,23,0.739,17,2,200,107.2,36.8,14,18,74,2,7.2,5,0.284,19,0.158,3,56.3,45,0.475,6.1,5,48,0.5,24,0.946,35,"NRG Stadium, Houston, Texas",UCLA,UCLA,68.6,Home,GONZAGA,Gonzaga
2015-03-19-stephen-f-austin,61.1,11,28.0,7,82.0,70.0,21,0.539,38,0.474,18,0.553,21,0.762,16,8,200,93.4,19.0,4,12,57,5,11.5,7,0.342,13,0.385,5,49.0,25,0.594,26.5,17,25,0.52,13,0.758,25,"March 19, 2015",52.9,9,4.0,1,93.4,81.0,17,0.382,51,0.333,17,0.255,13,0.846,11,5,200,82.0,30.0,9,18,50,12,11.5,7,0.51,26,0.192,5,51.0,26,0.437,17.5,12,25,0.48,12,0.853,29,"Moda Center, Portland, Oregon",STEPHEN-F-AUSTIN,Stephen F. Austin,60.6,Away,UTAH,Utah
2015-03-21-georgetown,54.5,12,10.0,3,106.7,75.0,21,0.684,38,0.579,22,0.842,32,0.719,23,8,199,125.0,19.0,4,14,75,5,5.0,3,0.368,14,0.571,8,51.0,25,0.705,14.7,9,24,0.583,14,0.765,26,"March 21, 2015",37.5,9,4.2,1,125.0,81.0,17,0.518,55,0.436,24,0.164,9,0.778,7,11,199,106.7,25.0,7,24,64,4,10.0,6,0.455,25,0.36,9,49.0,24,0.54,13.2,9,30,0.5,15,0.667,22,"Moda Center, Portland, Oregon",GEORGETOWN,Georgetown,60.0,Away,UTAH,Utah
2015-03-27-duke,38.1,8,11.1,4,98.4,68.2,15,0.383,60,0.35,21,0.25,15,0.733,11,9,200,89.1,42.5,17,21,57,5,12.5,8,0.267,16,0.25,4,51.6,32,0.425,17.4,14,44,0.386,17,0.743,26,"March 27, 2015",25.0,5,9.1,4,89.1,57.5,23,0.478,45,0.444,20,0.578,26,0.769,20,4,200,98.4,31.8,7,16,63,1,9.4,6,0.2,9,0.333,3,48.4,30,0.549,19.9,14,36,0.472,17,0.889,32,"NRG Stadium, Houston, Texas",UTAH,Utah,64.2,Home,DUKE,Duke
2017-03-16-arizona,56.3,18,3.9,2,133.3,73.1,19,0.536,69,0.464,32,0.232,16,0.5,8,10,200,109.3,17.9,7,23,82,15,8.0,6,0.319,22,0.455,10,40.0,26,0.535,7.3,6,47,0.468,22,0.688,22,"March 16, 2017",38.9,14,6.4,3,109.3,82.1,32,0.613,62,0.581,36,0.452,28,0.857,24,4,200,133.3,26.9,7,18,100,2,4.0,3,0.177,11,0.364,4,60.0,39,0.664,8.6,7,51,0.627,32,0.886,31,"Vivint Smart Home Arena, Salt Lake City, Utah",NORTH-DAKOTA,North Dakota,75.5,Home,ARIZONA,Arizona
2017-03-18-arizona,56.0,14,10.0,4,109.5,71.4,20,0.509,54,0.463,25,0.148,8,0.625,5,5,200,95.2,25.0,7,20,60,7,7.9,5,0.389,21,0.238,5,48.2,27,0.519,17.3,12,33,0.606,20,0.853,29,"March 18, 2017",17.4,4,15.2,5,95.2,75.0,21,0.49,51,0.451,23,0.451,23,0.826,19,4,200,109.5,28.6,8,12,69,2,11.1,7,0.216,11,0.364,4,51.8,29,0.557,12.8,9,40,0.475,19,0.889,32,"Vivint Smart Home Arena, Salt Lake City, Utah",SAINT-MARYS-CA,Saint Mary's,62.9,Home,ARIZONA,Arizona
2017-03-23-arizona,50.0,14,2.9,1,114.5,56.3,18,0.585,53,0.528,28,0.302,16,0.688,11,13,200,117.7,22.2,6,14,73,11,4.8,3,0.321,17,0.353,6,40.7,24,0.602,11.8,8,36,0.611,22,0.649,24,"March 23, 2017",51.9,14,2.8,1,117.7,77.8,21,0.492,62,0.435,27,0.177,11,0.909,10,5,200,114.5,43.8,14,18,71,2,6.5,4,0.435,27,0.259,7,59.3,35,0.528,10.7,8,35,0.571,20,0.865,32,"SAP Center, San Jose, California",ARIZONA,Arizona,61.9,Away,XAVIER,Xavier
2017-03-17-ucla,32.3,10,0.0,0,136.6,80.8,21,0.5,71,0.437,31,0.169,12,0.75,9,14,200,112.7,33.3,13,18,80,14,4.2,3,0.31,22,0.409,9,52.3,34,0.522,8.4,7,49,0.449,22,0.611,22,"March 17, 2017",67.6,25,6.1,3,112.7,66.7,26,0.686,59,0.627,37,0.39,23,0.696,16,4,200,136.6,19.2,5,12,97,3,2.8,2,0.237,14,0.5,7,47.7,31,0.694,8.0,6,45,0.667,30,0.882,30,"Golden 1 Center, Sacramento, California",KENT-STATE,Kent State,70.8,Home,UCLA,UCLA
2017-03-19-ucla,42.3,11,2.9,1,123.4,77.8,21,0.509,58,0.448,26,0.172,10,0.8,8,6,200,104.7,28.1,9,13,67,6,3.1,2,0.345,20,0.35,7,50.8,30,0.534,13.8,10,38,0.5,19,0.833,30,"March 19, 2017",67.7,21,13.2,5,104.7,71.9,23,0.589,62,0.5,31,0.161,10,0.6,6,4,200,123.4,22.2,6,10,79,3,7.8,5,0.452,28,0.393,11,49.2,29,0.592,4.3,3,34,0.588,20,0.886,31,"Golden 1 Center, Sacramento, California",CINCINNATI,Cincinnati,63.8,Home,UCLA,UCLA
2017-03-24-kentucky,55.2,16,12.5,5,126.5,71.4,20,0.609,55,0.527,29,0.236,13,0.615,8,5,200,110.3,29.6,8,19,75,3,4.4,3,0.418,23,0.391,9,50.9,28,0.613,17.6,13,32,0.625,20,0.861,31,"March 24, 2017",58.1,18,15.6,5,110.3,70.4,19,0.571,63,0.492,31,0.27,17,0.824,14,5,200,126.5,28.6,8,17,86,2,7.4,5,0.365,23,0.435,10,49.1,27,0.605,7.8,6,40,0.525,21,0.865,32,"FedExForum, Memphis, Tennessee",UCLA,UCLA,67.6,Home,KENTUCKY,Kentucky
2019-03-22-16-wisconsin,42.9,12,16.7,5,84.4,65.0,26,0.618,51,0.549,28,0.216,11,0.818,9,12,200,112.5,21.7,5,14,72,12,9.4,6,0.294,15,0.467,7,49.2,31,0.64,16.5,11,36,0.583,21,0.667,24,"March 22, 2019",45.0,9,2.8,1,112.5,78.3,18,0.383,60,0.333,20,0.217,13,0.615,8,11,200,84.4,35.0,14,15,54,5,12.5,8,0.5,30,0.2,6,50.8,32,0.408,16.5,13,30,0.467,14,0.676,23,"SAP Center, San Jose, California",WISCONSIN,Wisconsin,63.7,Away,OREGON,Oregon
